program,0_-2,0_-3,0_-1,1_-3,1_-2,1_-1,-1_-2,0_-4,1_-4,-1_-3,1_-5,2_-4,0_-5,-1_-4
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_110/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,20.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_52/gauss_mix_given_theta.stan,5.0,17.0,0.0,527.0,1.0,3.0,1.0,13.0,20.0,0.0,505.0,271.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_535/gauss_mix_given_theta.stan,3.0,5.0,0.0,260.0,1.0,3.0,1.0,8.0,14.0,0.0,255.0,131.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_304/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_264/gauss_mix_given_theta.stan,3.0,9.0,0.0,260.0,1.0,3.0,1.0,7.0,14.0,0.0,255.0,131.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_14/gauss_mix_given_theta.stan,3.0,6.0,0.0,135.0,1.0,3.0,1.0,8.0,13.0,0.0,130.0,61.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_362/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_25/gauss_mix_given_theta.stan,6.0,19.0,0.0,1027.0,1.0,2.0,1.0,13.0,27.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_121/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,24.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_232/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_537/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,20.0,0.0,1003.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_182/gauss_mix_given_theta.stan,2.0,3.0,0.0,258.0,1.0,3.0,1.0,6.0,7.0,0.0,252.0,131.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_30/gauss_mix_given_theta.stan,3.0,10.0,0.0,1010.0,1.0,3.0,1.0,7.0,13.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_201/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_97/gauss_mix_given_theta.stan,8.0,23.0,0.0,1029.0,1.0,2.0,1.0,15.0,42.0,0.0,1012.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_147/gauss_mix_given_theta.stan,5.0,17.0,0.0,152.0,1.0,3.0,1.0,13.0,20.0,0.0,130.0,61.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_229/gauss_mix_given_theta.stan,5.0,13.0,0.0,520.0,1.0,3.0,1.0,10.0,19.0,0.0,505.0,287.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_547/gauss_mix_given_theta.stan,3.0,13.0,0.0,1017.0,2.0,3.0,1.0,11.0,22.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_181/gauss_mix_given_theta.stan,5.0,18.0,0.0,1027.0,1.0,3.0,1.0,13.0,19.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_511/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_35/gauss_mix_given_theta.stan,5.0,17.0,0.0,89.0,1.0,3.0,1.0,13.0,22.0,0.0,68.0,26.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_109/gauss_mix_given_theta.stan,3.0,6.0,0.0,1010.0,1.0,3.0,1.0,8.0,13.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_280/gauss_mix_given_theta.stan,2.0,13.0,0.0,1017.0,2.0,3.0,1.0,11.0,23.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_398/gauss_mix_given_theta.stan,3.0,17.0,0.0,1024.0,2.0,3.0,1.0,14.0,23.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_375/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_534/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_129/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,18.0,0.0,1004.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_39/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,27.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_358/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,18.0,0.0,1002.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_569/gauss_mix_given_theta.stan,7.0,21.0,0.0,1029.0,1.0,3.0,1.0,15.0,35.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_509/gauss_mix_given_theta.stan,10.0,19.0,0.0,1030.0,1.0,3.0,1.0,14.0,33.0,0.0,1004.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_420/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_165/gauss_mix_given_theta.stan,4.0,13.0,0.0,520.0,1.0,3.0,1.0,10.0,20.0,0.0,504.0,281.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_565/gauss_mix_given_theta.stan,4.0,19.0,0.0,1024.0,2.0,2.0,1.0,14.0,30.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_273/gauss_mix_given_theta.stan,11.0,23.0,0.0,1037.0,1.0,3.0,1.0,17.0,26.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_563/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,22.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_27/gauss_mix_given_theta.stan,2.0,4.0,0.0,1007.0,1.0,3.0,1.0,7.0,9.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_140/gauss_mix_given_theta.stan,5.0,17.0,0.0,527.0,1.0,3.0,1.0,13.0,20.0,0.0,505.0,281.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_3/gauss_mix_given_theta.stan,6.0,19.0,0.0,89.0,1.0,2.0,1.0,13.0,27.0,0.0,71.0,26.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_131/gauss_mix_given_theta.stan,6.0,19.0,0.0,1027.0,1.0,2.0,1.0,13.0,27.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_558/gauss_mix_given_theta.stan,2.0,3.0,0.0,1008.0,1.0,3.0,1.0,6.0,7.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_92/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_531/gauss_mix_given_theta.stan,3.0,13.0,0.0,1017.0,2.0,3.0,1.0,11.0,22.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_179/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_297/gauss_mix_given_theta.stan,8.0,16.0,0.0,1025.0,1.0,3.0,1.0,12.0,21.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_136/gauss_mix_given_theta.stan,4.0,13.0,0.0,520.0,1.0,3.0,1.0,10.0,20.0,0.0,503.0,281.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_40/gauss_mix_given_theta.stan,6.0,19.0,0.0,277.0,1.0,2.0,1.0,13.0,27.0,0.0,259.0,0.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_406/gauss_mix_given_theta.stan,5.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,19.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_499/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,18.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_33/gauss_mix_given_theta.stan,5.0,17.0,0.0,152.0,1.0,3.0,1.0,13.0,18.0,0.0,129.0,65.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_448/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,22.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_185/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_324/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_418/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_422/gauss_mix_given_theta.stan,6.0,20.0,0.0,1029.0,2.0,3.0,1.0,16.0,27.0,0.0,1005.0,16.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_88/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_380/gauss_mix_given_theta.stan,4.0,12.0,0.0,52.0,1.0,3.0,1.0,9.0,18.0,0.0,33.0,15.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_78/gauss_mix_given_theta.stan,5.0,17.0,0.0,527.0,1.0,3.0,1.0,13.0,18.0,0.0,504.0,281.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_60/gauss_mix_given_theta.stan,6.0,9.0,0.0,1017.0,1.0,3.0,1.0,12.0,18.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_175/gauss_mix_given_theta.stan,2.0,13.0,0.0,1017.0,2.0,3.0,1.0,11.0,23.0,0.0,1004.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_587/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,18.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_295/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,18.0,0.0,1002.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_470/gauss_mix_given_theta.stan,2.0,12.0,0.0,1018.0,2.0,3.0,1.0,10.0,21.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_233/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_428/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,18.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_357/gauss_mix_given_theta.stan,3.0,10.0,0.0,1010.0,1.0,3.0,1.0,7.0,15.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_156/gauss_mix_given_theta.stan,8.0,16.0,0.0,1025.0,1.0,3.0,1.0,12.0,21.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_366/gauss_mix_given_theta.stan,2.0,13.0,0.0,1017.0,2.0,3.0,1.0,11.0,23.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_407/gauss_mix_given_theta.stan,6.0,19.0,0.0,1027.0,1.0,2.0,1.0,13.0,27.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_124/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_70/gauss_mix_given_theta.stan,8.0,23.0,0.0,1029.0,1.0,2.0,1.0,15.0,40.0,0.0,1011.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_581/gauss_mix_given_theta.stan,10.0,24.0,0.0,1034.0,1.0,3.0,1.0,20.0,48.0,0.0,1010.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_255/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_24/gauss_mix_given_theta.stan,4.0,8.0,0.0,135.0,1.0,2.0,1.0,8.0,20.0,0.0,134.0,66.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_215/gauss_mix_given_theta.stan,5.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,19.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_219/gauss_mix_given_theta.stan,3.0,6.0,0.0,1010.0,1.0,3.0,1.0,8.0,13.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_527/gauss_mix_given_theta.stan,4.0,8.0,0.0,1010.0,1.0,2.0,1.0,8.0,20.0,0.0,1010.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_299/gauss_mix_given_theta.stan,3.0,17.0,0.0,524.0,2.0,3.0,1.0,14.0,23.0,0.0,505.0,281.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_94/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,24.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_98/gauss_mix_given_theta.stan,9.0,22.0,0.0,1032.0,1.0,2.0,1.0,15.0,36.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_210/gauss_mix_given_theta.stan,5.0,17.0,0.0,277.0,1.0,3.0,1.0,13.0,18.0,0.0,254.0,133.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_159/gauss_mix_given_theta.stan,5.0,17.0,0.0,527.0,1.0,3.0,1.0,13.0,20.0,0.0,505.0,287.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_276/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,27.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_22/gauss_mix_given_theta.stan,3.0,6.0,0.0,1010.0,1.0,3.0,1.0,8.0,13.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_19/gauss_mix_given_theta.stan,3.0,6.0,0.0,260.0,1.0,3.0,1.0,8.0,13.0,0.0,255.0,131.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_53/gauss_mix_given_theta.stan,5.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,17.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_476/gauss_mix_given_theta.stan,8.0,16.0,0.0,56.0,1.0,3.0,1.0,12.0,28.0,0.0,36.0,15.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_333/gauss_mix_given_theta.stan,4.0,13.0,0.0,270.0,1.0,3.0,1.0,10.0,20.0,0.0,253.0,133.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_426/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,29.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_473/gauss_mix_given_theta.stan,6.0,19.0,0.0,1027.0,1.0,2.0,1.0,13.0,27.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_583/gauss_mix_given_theta.stan,7.0,15.0,0.0,1026.0,1.0,3.0,1.0,11.0,22.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_516/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,18.0,0.0,1002.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_423/gauss_mix_given_theta.stan,6.0,15.0,0.0,520.0,1.0,2.0,1.0,10.0,26.0,0.0,509.0,287.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_539/gauss_mix_given_theta.stan,6.0,13.0,0.0,1015.0,1.0,3.0,1.0,9.0,22.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_592/gauss_mix_given_theta.stan,5.0,17.0,0.0,1027.0,1.0,3.0,1.0,13.0,20.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_348/gauss_mix_given_theta.stan,5.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,19.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_361/gauss_mix_given_theta.stan,4.0,12.0,0.0,1020.0,1.0,3.0,1.0,10.0,19.0,0.0,1002.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_518/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,29.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_144/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,20.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_387/gauss_mix_given_theta.stan,6.0,20.0,0.0,1029.0,2.0,3.0,1.0,16.0,27.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_217/gauss_mix_given_theta.stan,8.0,16.0,0.0,275.0,1.0,3.0,1.0,12.0,23.0,0.0,255.0,131.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_63/gauss_mix_given_theta.stan,7.0,21.0,0.0,44.0,1.0,3.0,1.0,15.0,35.0,0.0,23.0,5.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_187/gauss_mix_given_theta.stan,3.0,17.0,0.0,1024.0,2.0,3.0,1.0,14.0,23.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_268/gauss_mix_given_theta.stan,8.0,16.0,0.0,1025.0,1.0,3.0,1.0,12.0,23.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_329/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,20.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_2/gauss_mix_given_theta.stan,5.0,14.0,0.0,1020.0,1.0,3.0,1.0,10.0,20.0,0.0,1006.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_439/gauss_mix_given_theta.stan,7.0,16.0,0.0,1025.0,1.0,3.0,1.0,12.0,24.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_451/gauss_mix_given_theta.stan,5.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,19.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_597/gauss_mix_given_theta.stan,6.0,9.0,0.0,1015.0,1.0,3.0,1.0,10.0,22.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_498/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_532/gauss_mix_given_theta.stan,4.0,13.0,0.0,1020.0,1.0,3.0,1.0,10.0,20.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_389/gauss_mix_given_theta.stan,2.0,12.0,0.0,1018.0,2.0,3.0,1.0,10.0,21.0,0.0,1002.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_343/gauss_mix_given_theta.stan,4.0,10.0,0.0,1015.0,1.0,3.0,1.0,8.0,17.0,0.0,1003.0,568.0,0.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_114/gauss_mix_given_theta.stan,8.0,20.0,0.0,1032.0,1.0,3.0,1.0,15.0,22.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_1/gauss_mix_given_theta.stan,6.0,13.0,0.0,1015.0,1.0,3.0,1.0,9.0,22.0,0.0,1005.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_283/gauss_mix_given_theta.stan,7.0,22.0,0.0,1029.0,2.0,2.0,1.0,16.0,34.0,0.0,1009.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_560/gauss_mix_given_theta.stan,7.0,21.0,0.0,1029.0,1.0,3.0,1.0,15.0,35.0,0.0,1008.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_533/gauss_mix_given_theta.stan,4.0,12.0,0.0,1021.0,1.0,3.0,1.0,9.0,18.0,0.0,1002.0,75.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_73/gauss_mix_given_theta.stan,6.0,19.0,0.0,1029.0,2.0,3.0,1.0,16.0,31.0,0.0,1004.0,568.0,2.0,0.0
programs/mixture_mutants_5/progs20190621-210330236009/progs20190621-210330236009_prob_rand_117/gauss_mix_given_theta.stan,3.0,6.0,0.0,1010.0,1.0,3.0,1.0,8.0,13.0,0.0,1005.0,568.0,2.0,0.0
